path,product,valid_sr,size_bytes,width,height,bands,dtype,crs,resolution_x,resolution_y,bounds_left,bounds_bottom,bounds_right,bounds_top,center_lon,center_lat,compression,sha256
TN/2026-07-24/inf-20260824T144801Z-34.42500N-8.78500E-0dc1/indices/water/awei.tiff,INDEX,True,67593092,4100,4120,1,float32,EPSG:32632,1.0,1.0,478195.0,3807245.0,482295.0,3811365.0,8.785003992135849,34.425029560135826,None,
TN/2026-07-24/inf-20260824T144801Z-34.42500N-8.78500E-0dc1/indices/water/mndwi.tiff,INDEX,True,67593092,4100,4120,1,float32,EPSG:32632,1.0,1.0,478195.0,3807245.0,482295.0,3811365.0,8.785003992135849,34.425029560135826,None,
TN/2026-07-24/inf-20260824T144801Z-34.42500N-8.78500E-0dc1/indices/water/ndmi.tiff,INDEX,True,67593092,4100,4120,1,float32,EPSG:32632,1.0,1.0,478195.0,3807245.0,482295.0,3811365.0,8.785003992135849,34.425029560135826,None,
TN/2026-07-24/inf-20260824T144801Z-34.42500N-8.78500E-0dc1/indices/water/ndwi.tiff,INDEX,True,67593092,4100,4120,1,float32,EPSG:32632,1.0,1.0,478195.0,3807245.0,482295.0,3811365.0,8.785003992135849,34.425029560135826,None,
TN/2026-08-23/inf-20260824T130520Z-34.42500N-8.78500E-e62d/IRP.tif,IRP,True,50726330,4100,4120,3,uint8,EPSG:32632,1.0,1.0,478195.0,3807245.0,482295.0,3811365.0,8.785003992135849,34.425029560135826,None,
TN/2026-08-23/inf-20260824T130520Z-34.42500N-8.78500E-e62d/MS.tif,MS,True,337907642,4100,4120,10,uint16,EPSG:32632,1.0,1.0,478195.0,3807245.0,482295.0,3811365.0,8.785003992135849,34.425029560135826,None,
TN/2026-08-23/inf-20260824T130520Z-34.42500N-8.78500E-e62d/NDVI.tif,NDVI,True,50726330,4100,4120,3,uint8,EPSG:32632,1.0,1.0,478195.0,3807245.0,482295.0,3811365.0,8.785003992135849,34.425029560135826,None,
TN/2026-08-23/inf-20260824T130520Z-34.42500N-8.78500E-e62d/TCI.tif,TCI,True,50726310,4100,4120,3,uint8,EPSG:32632,1.0,1.0,478195.0,3807245.0,482295.0,3811365.0,8.785003992135849,34.425029560135826,None,
TN/2026-08-23/inf-20260824T130520Z-34.42500N-8.78500E-e62d/indices/burn/nbr.tiff,INDEX,True,67593092,4100,4120,1,float32,EPSG:32632,1.0,1.0,478195.0,3807245.0,482295.0,3811365.0,8.785003992135849,34.425029560135826,None,
TN/2026-08-23/inf-20260824T130520Z-34.42500N-8.78500E-e62d/indices/burn/nbr2.tiff,INDEX,True,67593092,4100,4120,1,float32,EPSG:32632,1.0,1.0,478195.0,3807245.0,482295.0,3811365.0,8.785003992135849,34.425029560135826,None,
TN/2026-08-23/inf-20260824T130520Z-34.42500N-8.78500E-e62d/indices/soil_urban/bsi.tiff,INDEX,True,67593092,4100,4120,1,float32,EPSG:32632,1.0,1.0,478195.0,3807245.0,482295.0,3811365.0,8.785003992135849,34.425029560135826,None,
TN/2026-08-23/inf-20260824T130520Z-34.42500N-8.78500E-e62d/indices/soil_urban/ndbi.tiff,INDEX,True,67593092,4100,4120,1,float32,EPSG:32632,1.0,1.0,478195.0,3807245.0,482295.0,3811365.0,8.785003992135849,34.425029560135826,None,
TN/2026-08-23/inf-20260824T130520Z-34.42500N-8.78500E-e62d/indices/soil_urban/ndti.tiff,INDEX,True,67593092,4100,4120,1,float32,EPSG:32632,1.0,1.0,478195.0,3807245.0,482295.0,3811365.0,8.785003992135849,34.425029560135826,None,
TN/2026-08-23/inf-20260824T130520Z-34.42500N-8.78500E-e62d/indices/vegetation/evi2.tiff,INDEX,True,67593092,4100,4120,1,float32,EPSG:32632,1.0,1.0,478195.0,3807245.0,482295.0,3811365.0,8.785003992135849,34.425029560135826,None,
TN/2026-08-23/inf-20260824T130520Z-34.42500N-8.78500E-e62d/indices/vegetation/gndvi.tiff,INDEX,True,67593092,4100,4120,1,float32,EPSG:32632,1.0,1.0,478195.0,3807245.0,482295.0,3811365.0,8.785003992135849,34.425029560135826,None,
TN/2026-08-23/inf-20260824T130520Z-34.42500N-8.78500E-e62d/indices/vegetation/mtci.tiff,INDEX,True,67593092,4100,4120,1,float32,EPSG:32632,1.0,1.0,478195.0,3807245.0,482295.0,3811365.0,8.785003992135849,34.425029560135826,None,
TN/2026-08-23/inf-20260824T130520Z-34.42500N-8.78500E-e62d/indices/vegetation/ndre.tiff,INDEX,True,67593092,4100,4120,1,float32,EPSG:32632,1.0,1.0,478195.0,3807245.0,482295.0,3811365.0,8.785003992135849,34.425029560135826,None,
TN/2026-08-23/inf-20260824T130520Z-34.42500N-8.78500E-e62d/indices/vegetation/ndvi.tiff,INDEX,True,67593092,4100,4120,1,float32,EPSG:32632,1.0,1.0,478195.0,3807245.0,482295.0,3811365.0,8.785003992135849,34.425029560135826,None,
TN/2026-08-23/inf-20260824T130520Z-34.42500N-8.78500E-e62d/indices/vegetation/savi.tiff,INDEX,True,67593092,4100,4120,1,float32,EPSG:32632,1.0,1.0,478195.0,3807245.0,482295.0,3811365.0,8.785003992135849,34.425029560135826,None,
TN/2026-08-23/inf-20260824T130520Z-34.42500N-8.78500E-e62d/indices/water/awei.tiff,INDEX,True,67593092,4100,4120,1,float32,EPSG:32632,1.0,1.0,478195.0,3807245.0,482295.0,3811365.0,8.785003992135849,34.425029560135826,None,
TN/2026-08-23/inf-20260824T130520Z-34.42500N-8.78500E-e62d/indices/water/mndwi.tiff,INDEX,True,67593092,4100,4120,1,float32,EPSG:32632,1.0,1.0,478195.0,3807245.0,482295.0,3811365.0,8.785003992135849,34.425029560135826,None,
TN/2026-08-23/inf-20260824T130520Z-34.42500N-8.78500E-e62d/indices/water/ndmi.tiff,INDEX,True,67593092,4100,4120,1,float32,EPSG:32632,1.0,1.0,478195.0,3807245.0,482295.0,3811365.0,8.785003992135849,34.425029560135826,None,
TN/2026-08-23/inf-20260824T130520Z-34.42500N-8.78500E-e62d/indices/water/ndwi.tiff,INDEX,True,67593092,4100,4120,1,float32,EPSG:32632,1.0,1.0,478195.0,3807245.0,482295.0,3811365.0,8.785003992135849,34.425029560135826,None,
